93-Np-237(n,&gamma;) ENDF/B-VII.1
155.465,29.0018
155.521,25.7285
155.634,15.9476
155.696,10.854
155.741,7.96421
155.778,6.16908
155.812,4.92649
155.843,4.18174
155.866,3.83664
155.894,3.65859
155.9,3.65366
155.918,3.71473
155.943,3.97774
155.967,4.45939
155.998,5.39504
156.028,6.73965
156.062,8.74229
156.095,11.303
156.137,15.3761
156.194,22.3878
156.318,39.1958
156.382,45.5141
156.442,48.0993
156.46,48.2108
156.53,46.1638
156.701,35.3785
156.881,26.6307
156.976,19.9939
157.087,11.5098
157.14,8.18076
157.179,6.20986
157.217,4.70673
157.249,3.7461
157.281,3.01883
157.313,2.48984
157.345,2.12495
157.38,1.87489
157.417,1.76254
157.429,1.75402
157.465,1.81298
157.502,2.0077
157.532,2.29342
157.563,2.71967
157.596,3.37881
157.626,4.23957
157.657,5.38563
157.688,6.87057
157.724,9.09478
157.763,12.077
157.814,17.0952
157.881,25.2566
158.188,66.077
158.362,94.2942
158.426,99.0022
158.436,99.0903
158.495,95.5637
158.553,85.3528
158.64,62.1953
158.724,38.819
158.77,27.9891
158.809,20.5719
158.843,15.4649
158.877,11.4806
158.908,8.68056
158.937,6.73175
158.965,5.25696
158.994,4.16078
159.022,3.3594
159.051,2.77214
159.084,2.32387
159.111,2.07194
159.132,1.93106
159.175,1.77181
159.219,1.73672
159.264,1.80319
159.327,2.04194
159.423,2.61175
159.522,3.18873
159.596,3.40474
159.617,3.41756
159.688,3.30957
159.837,2.82167
159.873,2.78363
159.919,2.84349
159.965,3.05785
160.006,3.41299
160.047,3.96941
160.086,4.7755
160.124,5.87835
160.16,7.34753
160.191,9.06696
160.226,11.6629
160.259,15.0097
160.294,19.5554
160.328,25.3871
160.37,34.1798
160.42,47.4754
160.51,77.2415
160.594,103.428
160.651,114.835
160.7,118.206
160.751,114.548
160.804,103.863
160.889,77.6707
160.977,49.0928
161.03,35.2904
161.074,26.4729
161.111,20.7424
161.148,16.5885
161.181,13.8702
161.214,11.8567
161.254,10.1708
161.307,8.74355
161.366,7.7878
161.424,7.34396
161.437,7.32048
161.485,7.53413
161.526,8.18124
161.561,9.16121
161.605,10.9552
161.659,13.9305
161.781,22.0313
161.844,24.9517
161.898,25.8441
161.955,24.8416
162.019,21.6894
162.171,10.8868
162.219,8.13195
162.261,6.27597
162.298,5.05808
162.331,4.32907
162.362,3.94144
162.385,3.83721
162.408,3.88988
162.43,4.10939
162.459,4.64335
162.487,5.50873
162.515,6.7665
162.542,8.39835
162.572,10.7846
162.607,14.3836
162.641,19.0383
162.682,26.1852
162.731,36.636
162.881,75.0323
162.942,85.7553
162.998,89.4452
163.0,89.4509
163.05,86.6342
163.103,78.3199
163.182,58.9885
163.272,35.9532
163.322,25.3657
163.361,18.7562
163.398,13.8369
163.428,10.7371
163.458,8.33528
163.487,6.52847
163.517,5.21527
163.547,4.3048
163.572,3.80997
163.596,3.49875
163.628,3.33031
163.632,3.32741
163.661,3.41367
163.687,3.65393
163.721,4.21243
163.755,5.06557
163.79,6.24843
163.829,8.06068
163.87,10.5566
163.916,14.218
163.97,19.6487
164.029,27.0595
164.197,51.6586
164.258,57.7693
164.315,59.946
164.37,58.0938
164.43,51.9644
164.51,39.4355
164.601,24.3624
164.649,17.656
164.691,12.9918
164.728,9.87321
164.759,7.93173
164.79,6.54983
164.821,5.67017
164.846,5.28824
164.871,5.16065
164.901,5.30519
164.936,5.83137
164.978,6.87077
165.059,9.60008
165.14,12.295
165.202,13.5347
165.237,13.7443
165.293,13.2594
165.353,11.7267
165.474,7.19118
165.538,4.94812
165.581,3.71471
165.619,2.86939
165.657,2.22233
165.689,1.81707
165.721,1.51449
165.753,1.28863
165.791,1.11539
165.839,0.99438
165.886,0.943768
165.91,0.937845
165.966,0.961844
166.03,1.04794
166.089,1.19726
166.136,1.39644
166.176,1.6639
166.209,1.99473
166.242,2.47223
166.272,3.07975
166.299,3.81166
166.327,4.8343
166.355,6.18816
166.383,7.95519
166.411,10.2243
166.445,13.7847
166.481,18.7754
166.521,25.738
166.57,36.3373
166.638,54.6655
166.752,86.5818
166.818,98.9554
166.872,102.654
166.879,102.656
166.935,98.7138
167.0,86.4005
167.174,38.7464
167.226,27.3062
167.265,20.247
167.302,15.0168
167.334,11.4898
167.365,8.73331
167.397,6.62707
167.424,5.22258
167.455,4.04952
167.484,3.22975
167.513,2.62562
167.545,2.13784
167.582,1.76559
167.618,1.51508
167.661,1.31835
167.718,1.16378
167.789,1.06217
167.874,1.01557
167.902,1.01423
167.968,1.04058
168.033,1.12347
168.083,1.24617
168.132,1.45381
168.171,1.70953
168.209,2.06438
168.247,2.55827
168.285,3.2281
168.323,4.11208
168.367,5.46351
168.413,7.31407
168.46,9.66888
168.508,12.7547
168.56,16.9054
168.607,21.7719
168.661,28.8883
168.716,38.4696
168.783,53.3154
168.926,90.3104
168.99,101.623
169.043,104.806
169.099,101.116
169.16,89.2934
169.26,60.8082
169.333,40.1766
169.379,29.5261
169.42,22.2919
169.454,17.7196
169.483,14.9888
169.512,13.1715
169.541,12.1961
169.56,11.9755
169.594,12.3576
169.632,13.8006
169.678,16.68
169.756,23.469
169.853,31.9161
169.922,35.6731
169.979,36.6958
170.047,35.5511
170.172,29.8948
170.441,16.6527
170.499,14.5442
170.535,13.8145
170.554,13.7007
170.586,14.0144
170.618,15.0918
170.65,17.056
170.682,20.0015
170.725,25.5232
170.773,33.7856
170.853,51.135
170.941,69.9006
171.003,78.272
171.05,80.3478
171.106,77.4093
171.162,69.2819
171.263,47.5018
171.337,31.4756
171.386,23.0109
171.427,17.3148
171.467,13.1073
171.503,10.2653
171.539,8.11694
171.572,6.67442
171.611,5.45196
171.65,4.61383
171.689,4.03991
171.722,3.74799
171.762,3.61004
171.796,3.70124
171.828,3.98068
171.866,4.60238
171.904,5.58152
171.942,6.95402
171.986,9.04326
172.045,12.6206
172.17,20.9503
172.234,23.9027
172.293,24.8715
172.349,24.0737
172.414,21.4527
172.519,16.2018
172.571,14.6667
172.597,14.4347
172.626,14.6622
172.657,15.5279
172.695,17.5303
172.743,21.3336
172.821,29.6847
172.924,40.9126
172.997,45.9852
173.061,47.4587
173.135,46.0559
173.252,39.8747
173.426,27.2698
173.569,16.3684
173.641,11.9522
173.703,8.95938
173.759,6.86911
173.82,5.16306
173.875,3.96734
173.928,3.08238
173.981,2.40109
174.028,1.95922
174.066,1.69281
174.104,1.50759
174.151,1.38583
174.171,1.36701
174.213,1.39966
174.244,1.4936
174.275,1.65974
174.309,1.9398
174.341,2.33091
174.373,2.87369
174.405,3.60286
174.437,4.55453
174.475,6.03678
174.514,7.92919
174.565,11.1048
174.637,16.5517
174.766,27.0191
174.866,33.1059
175.0,40.2775
175.083,47.3676
175.214,60.6341
175.281,63.8969
175.291,63.9796
175.351,61.831
175.411,55.4764
175.501,41.0047
175.587,26.5792
175.633,20.3744
175.672,16.3609
175.708,13.6626
175.733,12.5171
175.767,11.8225
175.776,11.8159
175.804,12.2882
175.832,13.5191
175.865,15.9521
175.898,19.4979
175.939,25.5214
175.983,33.9421
176.054,50.8708
176.162,77.5633
176.222,87.9924
176.283,92.1314
176.287,92.1545
176.346,89.0851
176.436,75.9482
176.508,65.0813
176.556,61.2563
176.579,60.9063
176.624,63.3032
176.673,70.5631
176.749,88.6001
176.851,113.831
176.914,121.934
176.937,122.57
176.999,117.908
177.062,104.776
177.245,50.9256
177.304,36.9418
177.354,27.4628
177.402,20.2699
177.448,15.0393
177.489,11.4384
177.529,8.68546
177.569,6.57446
177.604,5.13645
177.64,4.03209
177.673,3.2477
177.711,2.57012
177.749,2.07962
177.787,1.72748
177.831,1.44063
177.881,1.22398
177.941,1.05508
178.014,0.925607
178.11,0.815693
178.255,0.716395
178.437,0.652649
178.618,0.635117
178.8,0.659092
178.937,0.709287
179.073,0.799582
179.188,0.924417
179.279,1.08384
179.348,1.27309
179.399,1.49281
179.444,1.78538
179.482,2.16109
179.515,2.61059
179.547,3.24094
179.575,3.98913
179.605,5.07673
179.635,6.54676
179.665,8.50793
179.694,11.0136
179.726,14.5816
179.762,19.7352
179.801,27.0591
179.846,37.6632
179.902,54.1643
180.04,100.658
180.105,116.401
180.165,122.162
180.17,122.206
180.225,118.096
180.281,106.297
180.371,77.5994
180.453,50.7443
180.502,37.7166
180.544,29.0419
180.581,23.663
180.607,21.0403
180.639,19.1814
180.671,18.6446
180.697,19.1352
180.737,21.3212
180.785,25.8591
180.861,35.7784
180.952,47.8401
181.015,53.2099
181.064,54.5771
181.126,52.4245
181.192,46.2534
181.339,28.0894
181.4,22.2885
181.461,18.0326
181.528,14.8081
181.651,10.5845
181.767,7.11904
181.821,5.85403
181.865,5.1698
181.902,4.92015
181.91,4.91223
181.945,5.09223
181.971,5.4873
181.997,6.136
182.031,7.4439
182.065,9.216
182.104,12.0507
182.148,16.1103
182.204,22.6942
182.353,42.7859
182.419,48.8744
182.481,50.9053
182.544,49.0391
182.605,44.0668
182.773,25.431
182.831,20.5866
182.879,17.971
182.922,16.7457
182.95,16.5661
182.993,17.2517
183.035,19.0053
183.085,22.467
183.177,31.1224
183.261,38.9166
183.325,42.4026
183.36,42.9366
183.418,41.5291
183.493,36.1585
183.594,27.167
183.643,24.2039
183.685,23.3067
183.709,23.6751
183.748,25.7651
183.787,29.8269
183.83,36.7637
183.88,47.468
184.037,88.1259
184.103,99.0336
184.153,101.706
184.212,97.9375
184.277,86.4751
184.451,42.6146
184.507,31.0752
184.557,23.2594
184.603,17.613
184.646,13.707
184.691,10.5461
184.737,8.0965
184.783,6.21155
184.83,4.75733
184.877,3.65482
184.923,2.8537
184.968,2.27787
185.013,1.88103
185.058,1.63577
185.097,1.53252
185.126,1.51676
185.171,1.59614
185.215,1.80917
185.258,2.1627
185.301,2.6788
185.349,3.4706
185.407,4.71044
185.5,7.21165
185.621,10.5038
185.71,12.1558
185.821,13.0983
185.959,14.0595
186.06,15.8409
186.202,18.8789
186.256,19.2544
186.323,18.538
186.382,16.767
186.475,12.5739
186.575,7.77506
186.63,5.5908
186.675,4.21148
186.714,3.30125
186.752,2.61806
186.791,2.12779
186.832,1.7761
186.87,1.57019
186.915,1.43355
186.961,1.38191
186.976,1.37882
187.037,1.41987
187.097,1.53195
187.173,1.77689
187.234,2.09944
187.28,2.47052
187.32,2.95559
187.356,3.56559
187.391,4.43261
187.422,5.46455
187.452,6.85964
187.481,8.61355
187.51,10.9849
187.54,14.0711
187.574,18.6715
187.608,24.6397
187.645,33.2065
187.689,45.679
187.741,64.7685
187.835,106.055
187.918,142.222
187.981,160.604
188.04,166.865
188.094,161.661
188.154,145.18
188.244,106.827
188.335,66.8324
188.388,47.5623
188.426,36.3152
188.463,27.7417
188.499,21.4558
188.528,17.5343
188.558,14.6879
188.587,12.8107
188.611,11.9486
188.635,11.6209
188.662,11.8903
188.695,13.1008
188.724,15.0226
188.759,18.4154
188.794,23.046
188.835,30.0494
188.89,42.1233
189.052,84.7373
189.117,96.6949
189.179,100.786
189.234,97.5227
189.294,87.5252
189.383,64.4406
189.473,40.3364
189.527,28.5405
189.572,20.5778
189.607,15.6677
189.643,11.8298
189.674,9.23835
189.704,7.29061
189.737,5.69448
189.767,4.65603
189.796,3.89806
189.833,3.25297
189.863,2.92236
189.893,2.72109
189.937,2.62087
189.974,2.71033
190.011,2.97209
190.047,3.44855
190.078,4.05864
190.109,4.91986
190.14,6.09946
190.172,7.79708
190.206,10.1043
190.239,13.1048
190.277,17.5157
190.322,24.0895
190.371,33.2401
190.444,49.9323
190.574,81.2699
190.648,93.6593
190.715,98.0416
190.723,98.0968
190.796,94.023
190.877,81.6227
191.081,37.8972
191.141,27.2837
191.189,20.6582
191.229,16.3611
191.27,13.2501
191.3,11.666
191.33,10.6874
191.361,10.271
191.371,10.2502
191.406,10.6
191.451,11.8499
191.51,14.5309
191.63,20.7676
191.695,22.8556
191.736,23.2657
191.798,22.3567
191.861,19.8007
191.971,13.2036
192.046,8.79749
192.099,6.24667
192.14,4.69547
192.176,3.62483
192.212,2.79525
192.248,2.17148
192.282,1.72913
192.317,1.40963
192.355,1.16321
192.394,0.999313
192.432,0.892594
192.478,0.814557
192.555,0.755908
192.619,0.746182
192.694,0.765562
192.769,0.821933
192.825,0.902969
192.873,1.01558
192.912,1.16375
192.95,1.37648
192.98,1.62025
193.014,2.00516
193.045,2.48045
193.075,3.12155
193.105,3.97458
193.136,5.1349
193.169,6.73269
193.206,9.07542
193.244,12.0782
193.289,16.7161
193.344,23.7156
193.505,47.3681
193.567,53.7171
193.628,56.0257
193.63,56.0276
193.689,53.966
193.749,48.2407
193.85,33.7583
193.929,22.5038
193.981,16.5303
194.022,12.9242
194.058,10.6365
194.094,9.14652
194.125,8.47422
194.147,8.3147
194.179,8.52756
194.214,9.32039
194.259,11.0171
194.322,14.4155
194.44,21.5138
194.503,24.1065
194.562,24.9665
194.624,24.0484
194.699,20.9116
194.846,12.7862
194.901,10.4658
194.947,9.06523
195.003,7.9579
195.068,7.30103
195.15,7.06405
195.222,7.31629
195.27,7.88763
195.313,8.86572
195.352,10.2554
195.394,12.3882
195.44,15.703
195.491,20.5388
195.578,30.8919
195.675,42.3176
195.742,47.367
195.796,48.7213
195.855,47.1014
195.929,41.527
196.019,33.1794
196.062,30.405
196.104,29.3289
196.137,30.0952
196.17,32.5833
196.209,37.9891
196.248,46.3734
196.291,59.3271
196.339,78.5241
196.409,113.411
196.542,184.313
196.614,210.149
196.679,218.406
196.745,210.091
196.82,183.135
197.009,84.5177
197.067,59.3275
197.112,43.5525
197.155,31.7048
197.192,23.7947
197.225,18.1775
197.258,13.8335
197.292,10.5413
197.321,8.35975
197.353,6.57786
197.386,5.22994
197.419,4.27795
197.452,3.62389
197.491,3.1403
197.524,2.90691
197.568,2.78706
197.573,2.78472
197.611,2.83376
197.677,3.13001
197.848,4.3398
197.924,4.61587
197.945,4.62868
198.016,4.47241
198.155,3.74661
198.197,3.63622
198.239,3.6798
198.281,3.91589
198.327,4.43885
198.382,5.38944
198.473,7.55741
198.564,9.68599
198.631,10.6089
198.667,10.7476
198.73,10.3387
198.799,9.07207
198.971,4.46033
199.025,3.28323
199.067,2.56222
199.109,2.01669
199.148,1.66067
199.175,1.49413
199.211,1.36661
199.237,1.3404
199.264,1.37426
199.291,1.47135
199.317,1.63705
199.349,1.92731
199.382,2.37322
199.417,3.00701
199.452,3.83813
199.493,5.08392
199.539,6.88916
199.602,9.90739
199.758,18.4003
199.834,21.1898
199.906,22.194
199.911,22.2005
199.982,21.5447
200.095,18.6541
200.286,13.4127
200.388,11.3498
200.451,10.7373
200.461,10.7169
200.502,10.9145
200.546,11.7114
200.595,13.3983
200.652,16.3938
200.817,27.6172
200.881,30.3822
200.927,31.0057
200.988,29.8963
201.048,26.8107
201.148,19.1458
201.24,11.9243
201.294,8.43592
201.338,6.22784
201.377,4.63947
201.414,3.5049
201.449,2.69263
201.483,2.08135
201.518,1.63076
201.552,1.30461
201.587,1.0723
201.62,0.911809
201.654,0.800551
201.695,0.714421
201.735,0.66698
201.776,0.651192
201.826,0.67351
201.871,0.739777
201.916,0.857174
201.959,1.03454
202.002,1.28823
202.045,1.63007
202.098,2.19137
202.163,3.04444
202.309,5.16217
202.38,5.87281
202.45,6.13776
202.46,6.14117
202.62,5.71336
202.64,5.71282
202.693,5.92747
202.737,6.4111
202.785,7.28193
202.866,9.40893
202.973,12.4209
203.041,13.5764
203.08,13.7705
203.148,13.2158
203.228,11.3872
203.349,7.99269
203.398,6.99142
203.437,6.484
203.485,6.22837
203.495,6.22403
203.555,6.50058
203.645,7.57791
203.773,9.6899
203.84,11.3393
203.89,13.2305
203.936,15.8261
203.987,19.8625
204.045,26.0072
204.13,37.7274
204.234,51.9638
204.298,57.6748
204.35,59.1715
204.411,56.9901
204.473,51.0146
204.583,35.1691
204.663,23.7546
204.721,17.2148
204.766,13.2095
204.805,10.5111
204.85,8.13397
204.891,6.55672
204.938,5.23285
204.985,4.2995
205.034,3.6399
205.063,3.36991
205.11,3.12906
205.134,3.10593
205.168,3.20526
205.201,3.46544
205.233,3.91385
205.271,4.71177
205.309,5.84461
205.35,7.49916
205.402,10.1669
205.466,14.3447
205.595,23.5904
205.665,27.0846
205.73,28.3287
205.733,28.3312
205.797,27.2386
205.873,23.6167
206.003,15.4931
206.043,13.6392
206.082,12.4642
206.119,12.1625
206.146,12.5325
206.173,13.4922
206.201,15.1141
206.235,18.2593
206.273,23.1655
206.311,29.7802
206.354,39.4588
206.41,55.5577
206.585,115.391
206.649,130.819
206.713,137.253
206.721,137.314
206.787,131.774
206.852,117.252
207.043,56.8955
207.103,41.4666
207.157,30.3682
207.206,22.6541
207.248,17.6396
207.286,14.1364
207.324,11.5998
207.362,9.89059
207.395,9.03171
207.426,8.75396
207.458,8.99778
207.492,9.87475
207.527,11.4934
207.563,13.859
207.604,17.5774
207.657,23.8009
207.745,36.5237
207.846,51.346
207.909,57.4863
207.97,59.6284
208.03,57.5094
208.091,51.6824
208.2,35.8895
208.278,24.6771
208.328,18.9321
208.374,14.8117
208.413,12.2952
208.453,10.497
208.497,9.26406
208.552,8.55883
208.62,8.39105
208.67,8.41028
208.758,8.1844
208.843,7.35619
208.951,5.63838
209.073,3.56282
209.137,2.68821
209.191,2.12371
209.243,1.72735
209.287,1.49374
209.326,1.3571
209.377,1.26339
209.403,1.25118
209.455,1.2952
209.493,1.39395
209.537,1.5973
209.575,1.87715
209.613,2.29586
209.645,2.79093
209.676,3.46371
209.707,4.3482
209.742,5.66717
209.777,7.42471
209.811,9.71752
209.848,12.8427
209.89,17.4604
209.94,24.339
209.999,34.6977
210.09,54.0912
210.22,81.8844
210.306,94.7387
210.388,100.041
210.406,100.205
210.485,96.6302
210.573,85.3135
210.684,63.2025
210.811,36.3683
210.873,25.3512
210.924,18.2374
210.967,13.3984
211.005,10.0898
211.043,7.52549
211.076,5.77817
211.108,4.49243
211.142,3.47884
211.175,2.72878
211.209,2.17995
211.243,1.78118
211.276,1.49201
211.315,1.25232
211.364,1.05055
211.423,0.894797
211.492,0.778562
211.589,0.674511
211.684,0.611392
211.825,0.557407
211.966,0.541062
212.083,0.559583
212.155,0.595425
212.226,0.670017
212.274,0.760904
212.316,0.887687
212.352,1.05029
212.383,1.24962
212.417,1.54207
212.45,1.94402
212.483,2.48772
212.516,3.2097
212.553,4.25619
212.591,5.67179
212.631,7.57649
212.679,10.4628
212.742,15.2499
212.894,28.2365
212.962,32.4491
213.028,34.208
213.04,34.2502
213.108,32.9443
213.19,28.7697
213.305,21.9757
213.363,19.6419
213.424,18.2514
213.548,17.5736
213.642,16.7336
213.712,15.1025
213.812,11.4695
213.906,7.85246
213.957,6.28349
213.997,5.3705
214.038,4.82224
214.069,4.67461
214.102,4.78621
214.135,5.19175
214.174,6.04381
214.219,7.51307
214.269,9.79605
214.345,14.1724
214.479,22.3401
214.554,25.505
214.628,26.7377
214.634,26.7492
214.716,25.6918
214.806,22.4874
215.06,10.2515
215.139,7.08972
215.201,5.10408
215.253,3.79306
215.299,2.88214
215.341,2.25832
215.384,1.7862
215.427,1.45174
215.465,1.24862
215.514,1.07968
215.563,0.986208
215.628,0.940893
215.693,0.954124
215.777,1.03129
215.85,1.15566
215.913,1.33277
215.967,1.57472
216.013,1.88563
216.049,2.24684
216.084,2.73435
216.119,3.41068
216.154,4.34228
216.189,5.61009
216.224,7.30794
216.258,9.43331
216.297,12.6745
216.337,16.8458
216.381,22.8096
216.439,32.4916
216.526,50.2144
216.652,76.7165
216.747,91.1647
216.97,111.192
217.153,132.986
217.204,134.885
217.277,130.089
217.345,117.066
217.448,86.9673
217.558,53.229
217.616,38.5123
217.666,28.4617
217.71,21.7185
217.748,17.0559
217.788,13.179
217.831,10.1712
217.872,8.04049
217.913,6.52497
217.945,5.70658
217.976,5.15236
218.008,4.84396
218.034,4.77013
218.071,4.95121
218.101,5.35404
218.137,6.16999
218.176,7.48975
218.221,9.58494
218.272,12.691
218.344,18.2781
218.477,29.4929
218.544,33.3086
218.61,34.687
218.675,33.3391
218.74,29.665
218.911,16.2005
218.967,12.8311
219.013,10.9916
219.058,9.979
219.103,9.74281
219.147,10.1432
219.21,11.4602
219.328,14.452
219.398,15.3326
219.416,15.3752
219.485,14.7614
219.559,12.9711
219.693,8.72772
219.749,7.51704
219.797,7.07305
219.813,7.07228
219.85,7.38625
219.887,8.16411
219.934,9.79674
219.985,12.382
220.062,17.4341
220.171,24.8309
220.243,28.0635
220.3,28.9013
220.36,27.9053
220.425,24.9318
220.528,17.7392
220.622,11.0977
220.675,8.04539
220.722,5.91297
220.761,4.48496
220.794,3.5546
220.827,2.83325
220.86,2.29269
220.893,1.90527
220.926,1.6482
220.965,1.47946
221.0,1.43338
221.042,1.49301
221.079,1.6445
221.123,1.93152
221.174,2.39898
221.235,3.15771
221.32,4.4868
221.421,6.45599
221.502,8.45494
221.562,10.4464
221.617,12.9062
221.677,16.6313
221.745,22.2241
221.918,39.6194
221.992,44.6637
222.053,46.1043
222.116,44.6798
222.199,39.1378
222.344,26.9256
222.401,23.4063
222.457,21.1061
222.538,19.2544
222.678,16.8483
222.769,14.0614
222.946,7.04641
223.004,5.1788
223.05,4.01331
223.091,3.24708
223.127,2.7594
223.165,2.42542
223.204,2.26845
223.217,2.25213
223.257,2.30469
223.306,2.56278
223.366,3.09472
223.594,5.79712
223.716,7.10684
223.765,7.90449
223.809,9.01121
223.851,10.6284
223.897,13.1113
223.944,16.7293
223.998,22.2152
224.068,31.3145
224.195,49.6229
224.267,57.2154
224.335,59.9715
224.34,59.9833
224.401,57.8954
224.462,52.1581
224.56,38.3999
224.659,23.8472
224.716,16.913
224.762,12.4326
224.8,9.46974
224.837,7.27558
224.873,5.60227
224.906,4.46791
224.939,3.64221
224.972,3.0724
225.005,2.71321
225.043,2.51376
225.062,2.48559
225.094,2.53009
225.127,2.68649
225.179,3.11825
225.241,3.87612
225.413,6.41945
225.492,7.18175
225.568,7.41799
225.716,7.12568
225.774,7.43451
225.816,8.15977
225.852,9.24852
225.888,10.9429
225.926,13.6308
225.965,17.3837
226.004,22.3843
226.046,29.3072
226.093,39.0539
226.146,52.9601
226.228,79.3145
226.392,135.994
226.472,155.103
226.544,161.936
226.555,161.971
226.63,154.793
226.709,135.029
226.855,81.8423
226.932,55.2276
226.989,39.2464
227.034,29.2021
227.075,21.9609
227.115,16.6281
227.15,13.063
227.185,10.4289
227.22,8.56893
227.249,7.50405
227.284,6.69316
227.314,6.32146
227.351,6.1714
227.401,6.34867
227.514,7.4831
227.683,9.54899
227.75,10.8276
227.804,12.4323
227.865,15.0187
227.945,19.7559
228.09,29.4397
228.166,32.5219
228.212,33.0895
228.283,31.8711
228.384,27.0987
228.476,22.6155
228.524,21.3791
228.556,21.2133
228.6,21.9384
228.643,23.7989
228.702,27.8868
228.803,37.7232
228.929,49.9831
229.024,55.7829
229.126,57.6925
229.219,55.4735
229.319,49.0681
229.436,37.3686
229.551,25.3541
229.605,20.9682
229.648,18.6029
229.691,17.3888
229.712,17.2516
229.741,17.5747
229.784,19.1449
229.826,21.9522
229.88,26.9419
230.048,46.1456
230.118,51.2195
230.17,52.4089
230.232,50.5701
230.299,45.122
230.411,31.2644
230.497,20.632
230.552,14.9997
230.602,11.0328
230.645,8.36343
230.681,6.61857
230.721,5.22889
230.759,4.28704
230.795,3.69961
230.836,3.30804
230.878,3.18394
230.919,3.3072
230.961,3.69279
230.995,4.25256
231.032,5.13439
231.067,6.36367
231.102,8.06921
231.137,10.3832
231.173,13.4584
231.211,17.896
231.249,23.5232
231.291,31.4895
231.34,43.4745
231.399,61.3467
231.493,95.7755
231.614,141.094
231.696,161.914
231.763,168.468
231.772,168.549
231.841,162.952
231.925,143.31
232.063,94.4694
232.155,62.8233
232.22,44.2473
232.27,32.9015
232.316,24.9237
232.357,19.4945
232.395,15.9873
232.431,13.743
232.466,12.5197
232.502,12.2334
232.538,12.8092
232.577,14.318
232.626,17.3576
232.684,22.386
232.846,38.9196
232.916,43.796
232.98,45.3153
233.046,43.6101
233.116,38.5922
233.292,20.8459
233.352,16.0517
233.395,13.54
233.43,12.0893
233.472,11.0913
233.509,10.8475
233.544,11.1204
233.59,12.2123
233.64,14.2371
233.701,17.8971
233.776,23.8155
233.945,39.1083
234.02,43.5348
234.078,44.67
234.147,42.999
234.223,37.6942
234.406,20.034
234.466,15.4858
234.517,12.681
234.567,10.876
234.608,9.97085
234.654,9.42896
234.705,9.28392
234.79,9.73923
234.863,10.7501
234.92,12.1221
234.97,13.9759
235.032,17.25
235.103,22.4517
235.283,38.517
235.368,43.6424
235.441,45.0765
235.53,43.1987
235.68,34.9694
235.813,27.8666
235.926,23.8321
236.176,17.7128
236.302,13.2272
236.428,8.46488
236.493,6.52884
236.543,5.51381
236.569,5.18853
236.606,4.98351
236.643,5.1426
236.671,5.53482
236.699,6.19194
236.733,7.36826
236.767,9.08573
236.806,11.7582
236.846,15.2689
236.894,20.7689
236.949,28.768
237.053,46.9004
237.152,63.6451
237.224,71.545
237.282,73.6682
237.349,70.9624
237.417,63.2973
237.579,38.391
237.632,32.1641
237.662,29.6199
237.709,27.3669
237.731,27.0213
237.776,27.7652
237.819,30.2266
237.87,35.2401
237.945,45.564
238.117,73.2585
238.2,81.537
238.251,83.0897
238.322,80.0278
238.392,71.5507
238.499,52.1454
238.601,32.9216
238.662,23.5773
238.709,17.9301
238.75,14.1115
238.787,11.6829
238.824,10.0425
238.857,9.2553
238.88,9.08086
238.914,9.33255
238.949,10.2227
238.99,12.0369
239.037,15.0753
239.095,20.1391
239.194,30.812
239.313,43.7542
239.403,50.4759
239.498,53.5868
239.562,53.9549
239.755,51.6116
239.868,47.091
239.962,39.933
240.154,20.8183
240.21,16.273
240.258,13.3258
240.305,11.2372
240.353,9.94523
240.408,9.25908
240.444,9.14851
240.595,9.5295
240.677,9.16637
240.76,8.05241
240.943,4.59275
241.004,3.71525
241.062,3.12769
241.116,2.79336
241.181,2.5932
241.365,2.34884
241.461,2.04068
241.64,1.24797
241.697,1.05726
241.748,0.95117
241.792,0.922956
241.824,0.947845
241.857,1.02037
241.889,1.14985
241.922,1.34773
241.959,1.67349
241.996,2.12806
242.033,2.73545
242.075,3.64585
242.122,4.96563
242.177,6.9149
242.252,10.1858
242.388,16.5054
242.459,18.8003
242.528,19.6447
242.53,19.6462
242.597,18.9287
242.668,16.7689
242.844,9.2046
242.896,7.46171
242.938,6.46506
242.969,5.97746
243.013,5.67986
243.016,5.67658
243.056,5.82024
243.107,6.47446
243.168,7.80501
243.315,11.7645
243.387,13.0069
243.438,13.2905
243.507,12.7682
243.579,11.2691
243.767,5.63429
243.822,4.32274
243.865,3.56169
243.902,3.11078
243.939,2.85397
243.97,2.79044
244.006,2.88968
244.042,3.17278
244.083,3.72751
244.131,4.63584
244.201,6.38197
244.35,10.6452
244.42,12.0367
244.49,12.5692
244.493,12.5701
244.558,12.1605
244.638,10.7112
244.77,7.61842
244.831,6.60009
244.877,6.20415
244.905,6.13795
244.961,6.40261
245.012,7.05715
245.195,10.47
245.27,11.1543
245.29,11.1867
245.361,10.7724
245.445,9.42628
245.549,7.38622
245.611,6.59759
245.641,6.46746
245.678,6.60486
245.719,7.22805
245.761,8.4201
245.803,10.232
245.85,13.0774
245.91,17.7743
246.089,34.5843
246.162,39.42
246.232,41.2263
246.236,41.2329
246.301,39.9437
246.376,35.7118
246.545,22.8981
246.605,19.514
246.66,17.3679
246.732,15.7062
247.005,12.3563
247.142,10.7836
247.273,10.2601
247.403,9.75859
247.495,8.74111
247.681,5.8103
247.725,5.32407
247.783,4.96125
247.811,4.91016
247.866,5.01809
247.975,5.75694
248.079,6.39826
248.121,6.47001
248.191,6.26309
248.271,5.58329
248.413,3.97247
